x1,x2,x3,y
1498,-5815,5984,-13461
-5181,9363,578,-17280
-5988,-1649,490,-19437
-7798,-9957,-3605,-12582
-3869,9145,-4694,2472
-2669,3549,7425,-30285
-457,-6088,-5385,14781
7690,-6212,-9741,52290
403,-781,9130,-26184
-9458,7038,6462,-47763
-1756,3916,-3680,5769
-9635,-1322,-2542,-21282
1703,3332,5094,-10176
-3653,-8331,2361,-18045
-5230,-1132,-8937,11118
5417,8291,-850,18798
7622,-5410,-9696,51951
1083,5148,2585,-4509
7995,2742,-9904,53694
-5072,1343,2105,-21534
24,417,903,-2640
3398,5698,8909,-16536
-396,9105,-4201,11412
-1938,-1462,3814,-17259
9518,1351,-2279,35388
8621,6757,-5081,41103
2403,-622,658,5232
5945,2889,4805,3417
9763,-7920,4605,15471
-9840,-7673,-4459,-16146
5538,-9041,9331,-11382
3639,-4379,-7916,34662
9805,2412,9679,375
-100,-454,-4243,12426
440,4144,-2743,9546
6038,-7302,3127,8730
987,7331,9478,-25476
1606,8951,-9218,32469
1158,-2927,-4158,15945
-3318,8584,-8808,16467
-5014,-1231,3459,-25422
5186,-1606,-255,16320
828,-2210,1178,-1053
-8506,5060,-5411,-9288
-7234,-2886,-4802,-7299
-7861,3720,-4733,-9387
-5384,-8263,3154,-25617
-3782,-30,-6546,8289
-3589,416,-8718,15384
1779,-9118,-831,7827
-7506,614,-4909,-7794
9011,7676,-5056,42198
6796,-3282,-8320,45345
-562,2069,-6645,18246
6417,5909,-9726,48426
-3707,-3316,9090,-38394
-2399,8684,1280,-11040
6291,-6346,5089,3603
7825,-9390,1922,17706
262,-5307,-7457,23154
2452,5117,4077,-4878
-2474,-7886,870,-10035
3485,-7423,-4952,25308
6934,-1725,-7298,42693
9906,5584,2384,22563
-8361,8434,-9730,4104
5486,9297,3168,6951
-3403,8848,8578,-35946
443,6579,-4003,13335
-4629,2033,-7956,9978
-6445,4713,4090,-31608
-6049,5727,-4397,-4959
-3705,-310,-6138,7296
929,1416,7365,-19311
6580,-1323,6993,-1242
9549,3765,-1901,34347
5192,-6439,-8851,42126
-6263,6074,5164,-34284
9190,-3515,-9084,54819
-6449,3972,-1579,-14613
8954,3433,2262,20073
5052,2537,3551,4500
-9440,-830,3682,-39369
-4877,-5721,-8651,11319
-8243,-3792,-3528,-14148
8178,5730,-3336,34539
-8386,783,-7846,-1623
-9965,-1576,-8810,-3468
-8254,-3316,2804,-33177
-4710,-6639,-3836,-2625
-4063,7525,-4176,336
9136,8215,-1328,31389
8559,6902,9946,-4164
314,7215,-8870,27549
-1452,-67,-6400,14841
-1924,6926,8658,-31749
327,4933,-3276,10806
9753,5935,-6671,49269
4681,-5695,-8166,38538
-2623,-9016,8062,-32058
3845,-620,-6742,31758
3171,8689,362,8424
-4454,8221,-1740,-8145
4900,-3119,3831,3204
-7894,5587,6232,-42381
360,-4647,5214,-14565
5173,4202,-6557,35187
9438,2437,6336,9303
-8537,1710,8161,-50097
2009,-9218,5699,-11073
1539,3050,9006,-22404
-1429,-5781,4201,-16893
-9246,3202,-703,-25632
2233,749,8560,-18984
6060,-8469,-393,19356
5295,-9429,-4818,30336
-266,1135,2054,-6963
6934,623,-8606,46617
-947,-2216,-6972,18072
-3859,-152,2176,-18108
-3490,-1764,-2860,-1893
-3107,5335,-7412,12912
-5268,-4164,-5936,2001
2583,3793,-8334,32748
-9715,8560,928,-31932
1306,5322,-2623,11784
3355,4506,-869,12669
-9245,-4778,-2402,-20532
-4807,9682,-6596,5364
-3473,-8714,-5460,5958
-3142,-4195,-2449,-2082
777,-3419,989,-639
9739,7961,6796,8826
8409,9354,5987,7263
-8796,8054,-5306,-10473
-3383,-8318,7693,-33231
-4676,1599,-4177,-1500
-4283,8508,-5658,4122
9954,-935,-498,31353
-9318,-2840,4502,-41463
3974,-4820,-2800,20319
4021,6086,-9483,40509
-9635,-4904,-4294,-16026
2024,8101,8575,-19656
-7429,2215,-121,-21927
2406,7002,-3931,19008
-4777,6498,-7647,8607
-505,-7917,-6006,16500
-3606,9715,1148,-14265
-3804,-6309,-671,-9402
1835,5468,-4082,17748
-5769,4958,3978,-29244
-5254,7595,-9099,11532
2289,6375,-9656,35832
-2355,-9917,-6926,13710
-9548,4146,-2565,-20952
8701,9426,2897,17409
-6668,5606,3235,-29712
6366,-3861,4283,6246
-9117,3253,7904,-51066
5229,8697,-9690,44754
8583,7134,-5740,42966
8775,-7814,7673,3303
1298,-715,-6566,23589
1354,9843,6423,-15210
5843,-7166,7591,-5247
1022,-9740,2494,-4419
606,-3056,-3057,10986
-5120,979,1440,-19683
-9796,3133,404,-30603
-1645,-8852,-5845,12597
-8062,5274,-8934,2613
-8328,-3683,-5859,-7410
-249,-3310,5108,-16074
8389,5853,-7829,48651
6506,7901,4189,6948
94,-8879,-4681,14322
-143,6469,-7024,20640
3157,-5234,7376,-12660
5318,-1680,-9893,45630
-1360,7735,4814,-18525
-8211,6256,8746,-50874
543,6506,-494,3108
6619,4156,8923,-6915
5278,1774,2173,9312
-7061,1648,-7552,1470
5226,-1848,5823,-1794
5882,561,6864,-2949
9266,-9165,3517,17244
-2853,4531,5896,-26250
-5712,-1194,8972,-44055
-9918,-1256,-5475,-13332
3808,-1900,5700,-5679
-7719,-2871,4485,-36615
-4063,-2699,3962,-24078
3055,7554,1351,5109
-319,1386,-7536,21648
9857,-4398,3607,18747
682,4001,-7925,25818
5412,-3225,-3351,26286
-9094,-3424,-4006,-15267
8437,-4798,5631,8415
-3215,-9945,-4502,3858
-3980,9502,-542,-10317
2217,4833,4690,-7422
8545,-6398,-4333,38631
1499,2970,5923,-13275
-3792,5465,1709,-16506
4038,-1961,7908,-11613
-5797,-827,-966,-14496
-133,4630,-4852,14154
-928,9742,9892,-32463
5706,-1913,700,15015
-9197,-6786,-608,-25770
2262,112,4090,-5487
-1327,-5259,-4050,8166
-3230,-768,9306,-37611
-6651,6737,791,-22329
-9963,676,-7412,-7656
-5938,595,2262,-24603
-9188,-5795,6334,-46569
-7881,2774,-7695,-561
9488,7696,-348,29505
-7784,6301,-3022,-14289
-868,-3811,3284,-12459
3795,1246,9194,-16200
-9349,2016,-239,-27333
3952,2576,-1260,15633
-3407,-135,-313,-9285
732,-9669,-5962,20079
-3848,7680,3652,-22503
-5482,-7574,4693,-30528
-9611,741,-9734,366
-1732,-6383,2227,-11880
-874,-8293,5288,-18489
140,9682,-7072,21633
3463,-2327,1083,7137
-7942,-7251,2933,-32628
-2139,-2554,6776,-26748
-8066,-9655,-8042,-75
9895,-3398,-7903,53391
9492,992,8584,2721
-3634,1696,4955,-25770
-7471,-6228,-2400,-15216
7844,-8555,-8982,50475
8613,-305,-1005,28851
793,307,4030,-9714
4193,3290,8641,-13347
-2973,-8463,-9187,18639
5241,2761,2579,7983
-832,1397,3994,-14481
3128,6771,-3791,20754
-1193,-4556,7404,-25794
6592,4358,4921,5010
4291,6564,1759,7593
50,-7643,-3007,9168
9162,7204,6421,8220
-8721,-744,2885,-34821
8817,7647,7831,2955
7005,9003,-8625,46887
2937,7034,6660,-11172
-3725,-296,4691,-25251
9720,-4118,4355,16092
7299,-7548,3072,12678
4696,1781,-548,15729
-9899,-9339,-5692,-12624
-8933,-1495,-8281,-1959
6814,3935,-7921,44202
-3354,-9601,5360,-26145
-9227,-8852,4401,-40887
5963,3222,3614,7044
283,668,-6737,21057
8528,-8036,2476,18153
-395,-6991,-3964,10704
430,2534,-4665,15282
-4802,4466,7043,-35538
5916,-2106,7985,-6210
1684,8099,2974,-3873
-7867,7813,7152,-45060
-1328,-2110,6520,-23547
-7729,654,-4014,-11148
-8404,-2908,926,-27993
-9277,-6445,-3601,-17031
864,7392,5446,-13749
5034,4038,-5841,32622
7353,-6736,-8909,48783
-7371,-2414,3740,-33336
-5345,984,-2938,-7224
-7898,-9754,9704,-52809
-6025,-320,-520,-16518
-9739,-7808,-8809,-2793
-1874,9424,-97,-5334
-4020,5107,-5075,3162
-1146,-4521,-7968,20463
6476,2358,4275,6600
4491,-4471,9533,-15129
-8348,-3372,625,-26922
-2686,3678,-7068,13143
9929,-7645,-5315,45729
5929,-9735,8556,-7884
-7388,-1884,8013,-46206
1147,1617,3501,-7065
1806,-3912,5932,-12381
-3811,3981,3285,-21291
7128,7056,-797,23772
-2149,-294,-2049,-303
-6098,-7079,2564,-25989
4712,-687,-8147,38574
-3770,-2776,-5983,6636
-2997,3525,-444,-7662
5933,4787,-8172,42312
-6849,1736,3305,-30465
-2818,304,-6069,9750
6417,9102,291,18375
-5442,-8202,885,-18984
4675,-5204,438,12708
1607,-1899,9097,-22473
1586,67,-1120,8115
9569,3595,8143,4275
-1376,-143,-55,-3966
3942,7024,-7590,34593
5064,2607,-5982,33135
-6167,-3165,527,-20085
4719,-8791,8227,-10527
-5050,6468,-1844,-9621
2403,7257,4861,-7377
8046,3073,9670,-4875
7043,-8922,477,19695
663,-9290,3126,-7392
-7418,-7914,3447,-32598
-1802,290,-5878,12225
-4790,-7135,4469,-27780
-4158,-8560,-9817,16974
-7258,-5043,6613,-41616
2136,-3163,-5410,22635
2895,4569,2408,1458
9341,2515,-8215,52665
1880,282,-8064,29829
-2385,8159,-9240,20562
94,1861,-7223,21948
9237,-3750,-2923,36477
6897,7457,4113,8349
663,-7971,5948,-15858
-881,4476,-9645,26289
1525,3090,-1404,8784
2767,8830,-9025,35373
8440,3471,9416,-2931
-3060,-4915,-1248,-5439
-7663,5343,-2741,-14769
-9210,1547,3666,-38631
5500,-6990,-7387,38658
9151,3673,7185,5895
-714,7655,-5811,15288
-6899,-9579,-5272,-4884
-4606,-2948,-8550,11829
2666,5562,-5773,25314
9135,6868,1072,24186
-7446,-5419,7606,-45159
9670,4506,-8835,55512
-9447,-4597,-465,-26949
3313,3308,9089,-17331
-4377,-1684,-3827,-1653
-9961,-4468,8632,-55782
-6353,2971,-9635,9843
-362,3640,-2105,5226
8978,8905,-724,29103
7056,5935,-3015,30210
-4923,6381,5027,-29853
6892,2249,-5285,36528
-4131,2689,-2365,-5301
4357,-175,-765,15363
-5909,-8164,3447,-28071
7168,2800,-274,22323
4438,-5887,5817,-4140
-7698,-2540,4901,-37800
4626,8370,8846,-12663
6966,6643,1046,17757
734,-7714,2265,-4596
8765,8733,-1086,29550
9698,3294,-2231,35784
-5008,8476,3907,-26748
6739,-1191,-7206,41832
6993,9686,3031,11883
8158,-230,-3236,34179
2139,-2180,-5507,22935
-1830,2162,3570,-16203
-405,-2612,-6267,17583
8024,-7790,-7538,46683
-3993,6484,7121,-33345
4196,-3536,1424,8313
-6516,4087,711,-21684
-8011,3688,-9393,4143
-6820,2229,2766,-28761
2801,-5160,-3550,19050
-6707,-2130,-3225,-10449
2913,3159,8292,-16140
-5898,2784,-1299,-13800
1811,9304,-4649,19377
2481,-8443,6000,-10560
5748,-4869,6719,-2916
-9556,-7062,-7773,-5352
-4151,-7405,13,-12495
-4169,7442,-243,-11781
6541,9788,-5947,37461
-7683,4032,3049,-32199
8514,-4481,-6015,43584
-4549,-937,394,-14832
645,7947,-784,4284
-3199,4765,-6341,9423
8895,6815,2128,20298
3260,1194,-1120,13137
7183,-1485,-8329,46533
8715,4902,1795,20757
1272,-2177,-6536,23421
3440,-3129,555,8652
-7710,7395,-2008,-17109
-1966,-6218,-1067,-2700
-6740,8955,-1150,-16773
1080,139,-1354,7299
2682,-5690,-5415,24288
248,110,-3805,12156
-849,-5697,-8150,21900
-5953,-4336,-996,-14874
-6108,999,6081,-36570
9239,4395,7187,6153
-226,-7849,7600,-23481
-1362,-4322,-7436,18219
6021,-5897,7742,-5166
6798,395,-5583,37140
-9893,-7070,2937,-38493
-2054,2156,-8439,19152
-1321,3946,8226,-28644
-9705,-6719,6975,-50043
-9638,-3673,-7799,-5520
2765,1248,6418,-10962
-3639,716,2437,-18231
8393,7435,-8607,50997
9455,7264,3911,16629
-5716,-6062,4949,-31998
-9284,-5215,-3913,-16116
7004,-3074,-3670,32019
-1382,-3210,-7333,17850
-5262,5105,1628,-20673
-295,-3800,-4479,12549
-2232,-712,-135,-6294
6408,-9776,-5442,35547
4968,9913,4271,2088
9379,8883,5693,11055
1412,-6895,-8539,29850
3960,6124,861,9294
-3641,-715,3118,-20280
119,-7422,-4949,15201
1767,310,2630,-2592
-2193,1310,-3431,3711
-8785,6915,-3470,-15948
9741,-6834,8349,4173
2350,-1304,1476,2619
3938,-7329,8682,-14235
-8284,-2732,-2145,-18420
4955,-9327,-4322,27828
-1191,-3549,-5578,13158
5604,8649,-569,18516
3524,653,186,10011
5412,-546,7210,-5397
7734,1516,1422,18933
9884,-1964,6697,9558
9476,7373,6682,8379
-5812,9730,-6513,2100
-2297,3506,-6965,14001
-2159,9051,-2020,-420
373,6161,4955,-13749
-4319,-7012,1955,-18825
-7420,3770,5880,-39903
-7886,894,2117,-30012
5611,-5038,3152,7374
-6741,4576,5624,-37098
-4974,-6716,7262,-36711
2346,8394,9319,-20922
-8272,6239,8070,-49029
8811,-4848,-7539,49047
3141,-8877,-2215,16065
178,-8709,8062,-23655
-4514,9700,1588,-18309
7915,-9297,-1371,27855
8480,1996,-4904,40149
-1217,5876,1466,-8052
4688,163,-8132,38457
6271,69,-6285,37665
6857,3419,-3150,30018
6754,5263,6281,1416
-2636,-6045,-1913,-2172
8570,-8087,-1617,30558
9924,-1832,8515,4224
4723,-461,4461,783
9500,813,2106,22179
7221,1370,1216,18012
3707,-6338,7130,-10272
3392,6234,6054,-7989
5297,8333,2084,9636
-2204,-5110,9158,-34089
6976,-7879,-230,21615
-7942,-8438,4549,-37476
-4738,-4490,-4357,-1146
8732,-6786,-9469,54600
7732,-6060,-7727,46374
-2911,3204,6642,-28662
152,-2538,2273,-6366
-4848,1233,-1010,-11517
-7014,-6210,7084,-42297
8716,1261,9728,-3039
6375,-4107,-7909,42849
6135,7395,-2598,26196
1238,-2967,-4911,18444
-950,-2537,6364,-21945
-6427,6032,-9418,8970
6805,-2539,-3710,31542
-6303,-7743,1594,-23694
-4744,-6920,5131,-29628
263,5153,7366,-21312
-9398,-3088,-1412,-23961
1698,-744,-5498,21585
4419,-4087,9801,-16149
2646,-4810,-3674,18957
6476,-3596,154,18963
-1969,-9996,2969,-14817
-4198,8932,8506,-38115
-1107,-6399,9126,-30702
9218,-3569,3952,15795
5801,-6305,576,15672
-2094,6247,6240,-25005
6290,-4355,-9501,47370
1927,424,-2722,13944
8394,3598,-6447,44520
6677,-6160,-8658,46002
9868,3236,-8494,55083
-792,7605,-4847,12162
9734,-7068,3764,17907
961,-4376,4998,-12114
-9325,2938,-924,-25206
-7483,-8412,1697,-27543
1128,-7027,3184,-6171
-3677,-4143,-6767,9267
5413,2609,-2150,22686
8504,-8143,3460,15129
-6963,3460,2630,-28782
-7441,5852,-4032,-10230
7837,4532,5326,7530
2991,7010,7943,-14859
4335,-3430,-9231,40695
-6812,-7589,3618,-31293
-5557,-404,6896,-37362
-4872,9676,8193,-39198
6246,-8037,-9594,47517
-2804,-9728,358,-9489
9387,-862,-977,31089
-1365,9158,1106,-7416
-4644,-5887,3393,-24114
-2045,1878,-5329,9849
-303,5590,-1844,4620
5374,2873,-1395,20304
-2377,1776,5732,-24330
-5050,894,-1562,-10467
2437,-4356,4548,-6336
-489,7032,9654,-30432
5283,1068,-5166,31344
-9229,4199,-5403,-11481
2911,-2830,-5480,25170
2209,8630,-6116,24972
-7959,7734,-2552,-16224
4603,-6275,-8331,38799
-252,-373,-7998,23235
2319,-3677,4097,-5337
-5930,-5243,7299,-39690
-3596,-4875,-8898,15903
-4953,9283,277,-15693
5036,-6784,-5680,32145
2478,1782,-4607,21252
7070,-7241,-5988,39171
5218,2915,9196,-11937
7514,9218,8013,-1500
-6350,-7851,-610,-17223
3794,-816,-2613,19218
-8753,2721,-6988,-5298
-5030,8292,7506,-37611
-352,9623,-6437,18252
-1588,-9756,9767,-34068
-2446,227,-9071,19872
-9730,5114,6073,-47412
7223,-8031,-1792,27042
-6540,-329,2593,-27402
9179,6321,1398,23340
-423,8153,-1691,3801
3467,-9980,3930,-1392
6701,-7671,-8910,46830
-2769,-1145,8176,-32838
-7938,-5671,1495,-28302
-3082,6674,-5494,7233
-2163,-9059,1336,-10500
-800,-243,-1102,903
-5023,3869,277,-15903
-4838,-1650,-8416,10731
-9331,5260,-4415,-14751
6570,8976,159,19230
-3167,-2333,9596,-38292
8668,-8106,3696,14913
2505,5305,7531,-15081
9636,-2463,-266,29703
-1092,-7407,6710,-23409
-5560,-9543,694,-18765
7423,-6949,5197,6675
7086,-3701,3798,9861
1437,6627,-5165,19803
-7772,5016,472,-24735
5377,2143,5717,-1023
3565,3873,8256,-14076
4721,-4826,4904,-552
6825,-4205,-1893,26151
-8444,4554,-9406,2883
2793,6425,-5262,24162
7665,-2265,2760,14712
-6684,9752,9214,-47697
7283,5272,3483,11397
-2127,-9487,-1201,-2781
-5097,-5687,-8737,10917
9111,-7307,-7336,49338
3829,5879,-6699,31581
-2856,-446,-473,-7152
2785,9263,-9030,35442
1910,7985,-434,7029
-9130,-589,4968,-42297
-6248,3577,-9284,9105
-9530,-5818,3176,-38121
-4586,4192,-976,-10833
-9855,-4070,6404,-48780
9079,6265,-9817,56685
-8886,5767,8749,-52908
2449,1022,3132,-2052
-7665,-5479,-7446,-660
-7870,-3832,-7012,-2577
5854,5646,-5963,35448
-6410,6149,9703,-48342
-1684,6391,-526,-3477
7350,8408,5464,5655
9951,9618,5948,12006
7333,4966,282,21150
5476,-4604,2352,9369
-585,6704,7476,-24186
-8322,-2218,876,-27597
8449,-7469,8838,-1170
8217,4359,-9442,52974
821,-7723,-8793,28839
3724,-4563,7354,-10893
3058,-1770,2382,2025
4133,-8939,8018,-11658
-4886,6425,6091,-32934
-1881,2283,3195,-15231
-7808,5493,7146,-44865
-3546,-3321,-4402,2565
-8817,4911,-441,-25131
-1820,1397,2202,-12069
-9689,-4640,2815,-37515
9799,-7696,4831,14901
6638,9236,2463,12522
-7718,-4060,-4423,-9888
3799,-9244,-4024,23466
2878,-6768,3421,-1632
-1020,-4673,7366,-25161
-8098,7834,-4060,-12117
-6781,-2710,8434,-45648
6593,-8703,-5561,36459
-2641,4233,-1575,-3201
8192,9648,-5794,41955
-9702,-6489,-5452,-12753
-7450,5037,592,-24129
-6371,1744,1327,-23097
9300,-6399,3756,16629
8919,-7910,1108,23430
7509,-7036,2390,15354
8501,-69,-183,26049
166,-4431,-7674,23517
3202,4711,-4589,23370
499,-4571,1392,-2682
-3392,1064,-7761,13104
3066,-8243,3588,-1569
8707,-962,2247,19377
-1922,-5028,-8148,18675
6300,4691,4138,6483
-6754,-7876,6633,-40164
-9233,-936,4892,-42378
9317,8134,-9014,54990
-7926,4343,-5508,-7257
5508,-6326,-92,16797
-987,-9641,-6856,17604
5975,5921,-3436,28230
-9107,7133,-7524,-4752
-256,-1442,3683,-11820
-4739,1978,-4882,426
-5560,-8209,-5578,51
38,2778,-6782,20457
4013,-5262,-8240,36756
1266,9090,649,1848
-9950,-4557,720,-32013
7562,779,2280,15843
-6420,-2343,-6428,21
2027,811,3016,-2970
-3739,-8218,2927,-20001
4777,235,2608,6504
6458,-6065,-9982,49317
1783,4287,5957,-12525
527,5257,-1389,5745
5960,-7806,-4801,32280
7111,-8531,8006,-2688
-8548,-6783,-3476,-15219
-8131,-3361,4023,-36465
4448,-9951,-1457,17712
-5617,-7983,8922,-43620
-5250,-5542,-8857,10818
-4567,7677,-1683,-8655
7614,-2937,-2783,31188
6655,4869,-8061,44145
1347,8549,-7719,27195
6375,1871,-2246,25860
6412,-6939,51,19080
8895,1283,-9841,56205
-5535,6754,-4506,-3090
6629,4472,-6350,38934
6851,-2339,7618,-2304
7356,-1407,-3649,33012
-4586,4832,6780,-34101
2025,8244,-8288,30936
-2706,8674,3402,-18327
-912,5205,-8118,21615
-844,49,1701,-7638
-4579,5805,-2825,-5265
-3142,9147,-7255,12336
-5036,-6278,-5469,1296
3424,2174,-6924,31041
-3246,-7517,-1090,-6471
-7431,-6235,-8873,4323
2044,967,8135,-18276
-584,9102,-6250,16995
-9509,7503,-7665,-5535
-9457,-7020,-10000,1626
-7626,-6391,8653,-48840
44,2337,-2614,7971
489,-7929,2127,-4917
-3057,-2211,-7395,13011
-2471,-96,6681,-27459
4270,-7781,7660,-10173
-6343,-1397,3583,-29781
-5420,-9385,-8687,9798
5119,928,-1162,18840
-7137,6871,8078,-45648
-6592,9707,609,-21606
2930,-6269,9577,-19944
-8660,-9774,5112,-41319
-6412,-4008,9404,-47451
9028,7706,4914,12339
7471,-7685,-9845,51945
2444,8471,-6504,26841
8817,-9074,8933,-351
1083,7639,5928,-14538
-5882,4680,570,-19359
1743,4950,-3691,16299
-8113,-8819,-2563,-16653
-4764,-3335,8866,-40893
-7610,-9840,1569,-27540
-5476,5484,5838,-33945
-5927,-9268,-1606,-12966
-9163,2392,8252,-52248
-8772,-496,-2643,-18390
-3348,-7538,-6300,8853
-5643,9615,-4373,-3813
9995,-8538,-541,31605
2457,-324,-9470,35778
2038,-3857,-4582,19857
-2577,676,619,-9591
-1249,-7090,8916,-30498
5999,4483,8426,-7284
-4818,5861,9165,-41952
2969,-1209,-7362,30990
-1333,-7107,-6274,14820
-1265,2347,1423,-8067
3096,7111,-698,11379
-9838,-6402,-9758,-243
-2383,4096,3776,-18480
-8168,-3135,6405,-43722
-5432,-8238,-5058,-1125
-6557,-2677,-3717,-8523
-9717,3378,2925,-37929
-2572,54,-6575,12006
-3531,-9209,-7911,13137
-2848,-1696,7394,-30729
-8299,-6488,-7775,-1575
1846,-8760,6687,-14526
444,-9034,-8657,27300
-5041,7053,-5220,534
5688,-1885,9312,-10875
9916,-1442,-4102,42051
9984,5466,-9578,58683
4796,-3111,-4904,29097
-3869,4003,-4049,537
9890,-4889,266,28869
1383,1853,1775,-1179
7470,-537,-7284,44259
3416,7441,-9846,39783
7194,1039,-6093,39858
-7881,9772,7413,-45885
7280,6706,3588,11073
4733,-801,1361,10113
2017,1155,-8107,30369
-1932,-2620,-6558,13875
-4135,-6263,3656,-23376
1450,4926,3753,-6912
-7148,-4819,2908,-30171
8004,-3622,-3237,33720
-1251,-7050,-8641,22167
-3075,6829,9912,-38964
6499,8966,9050,-7656
-3295,-8198,-3869,1719
1171,7120,8427,-21771
-5770,2894,7205,-38928
3505,-3723,61,10329
-468,8872,8304,-26319
-7292,-5588,550,-23529
3038,2843,1765,3816
-4080,-5655,7799,-35640
-5919,-2965,8759,-44037
-5892,9580,8200,-42279
4207,4204,5926,-5160
-1247,-561,8612,-29580
-3671,1640,-5596,5772
2694,-9776,-5409,24306
-2463,-2965,-5821,10071
-4191,9018,8036,-36684
9011,6030,-8667,53031
8339,-5065,-733,27213
-9514,9987,-8205,-3930
-2951,-2455,-3561,1827
9351,2021,-1722,33216
-3590,-1625,-795,-8388
4988,-2875,-6171,33474
-8042,-5887,-3646,-13191
-5782,-2436,133,-17748
7258,-741,-5807,39192
4424,-7341,4812,-1167
9202,730,3770,16293
-7465,-6269,5072,-37614
-5885,-8470,-3757,-6387
5271,9460,4138,3396
-6074,1924,-6111,108
537,559,4962,-13278
6600,9627,-6409,39024
-7834,-882,-5948,-5661
5481,4767,-3134,25842
-7634,1036,-5836,-5397
4132,3396,-5636,29301
2812,-7478,-9055,35598
2015,-2154,9507,-22479
6490,-1997,3950,7617
-6184,-6128,-6367,546
-65,-705,5221,-15861
-1469,5780,6874,-25032
-6251,5055,293,-19635
-715,2747,3758,-13422
9278,1568,-745,30066
9245,-5331,-7186,49290
-2876,3143,-4254,4131
-901,-9807,2974,-11628
4078,8000,-9682,41277
-7496,3597,2212,-29127
6904,3902,3550,10059
1276,2057,-5907,21546
-2600,-67,4422,-21069
9704,-9079,6593,9330
-9578,7408,-5382,-12591
1958,496,-7657,28842
-6774,3020,1935,-26130
3330,9479,-6030,28077
-4581,-5953,6409,-32973
-6573,245,-4935,-4917
-4354,1720,977,-15996
8109,3983,-8856,50892
4369,5552,-2859,21681
6502,54,-6079,37740
4386,-7391,1768,7851
-5833,2984,-5712,-366
-7275,9360,2252,-28584
-9031,-5275,6766,-47394
3804,-8804,94,11127
8673,-4132,8289,1149
2070,-6492,3467,-4194
5575,-303,6430,-2568
-5035,7397,-7711,8025
-3365,-8123,6873,-30717
1640,2850,-2284,11769
-6354,-5756,-1749,-13818
-7427,-1902,3415,-32529
-5372,8202,-6595,3666
-9730,2192,99,-29490
-4107,3547,-6778,8010
274,5906,2970,-8091
-9914,446,486,-31203
-6590,3784,-3070,-10563
9955,5259,2248,23118
8326,-8948,832,22479
9102,5333,-292,28179
4984,-7886,6494,-4533
5749,-5114,1783,11895
7131,9424,4728,7206
9307,-2940,-4334,40920
-9301,1178,-4501,-14403
805,-3674,8631,-23481
-5525,3588,7737,-39789
6135,-7339,7714,-4740
-8951,9285,-4388,-13692
-1487,4431,-7628,18420
-606,9627,-5922,15945
24,4232,-1420,4329
9970,9496,8763,3618
-5726,-4773,-816,-14733
-2674,7817,5141,-23448
9061,-9969,144,26748
2732,3907,4400,-5007
7044,9268,3286,11271
-3191,-4894,-6894,11106
6829,8316,9664,-8508
769,-910,1186,-1254
3650,3723,-8220,35607
3740,-7453,-7971,35130
4804,-942,-9710,43539
9447,3338,4606,14520
-3965,-9443,-8058,12276
-9297,8555,8929,-54681
-3038,6838,-7014,11925
6502,-1378,8808,-6921
-9352,-3350,-2215,-21414
2241,-8239,-5301,22623
1255,5209,-5086,19020
2266,6989,-795,9180
-9089,-9075,-2042,-21144
-4772,7876,8984,-41271
9635,-989,-1084,32154
-3300,-4413,-4674,4119
3578,-1052,7901,-12972
7168,9541,-2050,27651
-7537,2873,-830,-20124
-3007,7944,8380,-34164
1001,4336,528,1416
-1469,-9366,-31,-4317
3578,3218,-3011,19764
5426,-4882,9709,-12852
5143,7474,-4785,29781
3116,7466,-3724,20517
7131,-5717,-5022,36456
-602,3575,-5611,15024
259,-2446,6932,-20022
2096,-1579,6763,-14004
-7821,-9164,6402,-42672
-278,1550,5011,-15870
-9555,5080,-3317,-18717
4776,-1577,2837,5814
-6838,6535,1366,-24615
3711,3304,1523,6561
517,7698,-7755,24813
944,-2124,2251,-3924
6258,-8860,-8674,44793
-278,5935,2327,-7818
-7412,3831,8784,-48591
4147,8860,2014,6396
4469,9246,6510,-6126
5006,9562,-7622,37881
-7236,4162,-3714,-10569
2411,18,8187,-17331
1027,-4392,-5599,19875
2741,-5618,6130,-10170
-5343,6830,-241,-15309
2807,-5763,-9611,37251
9882,-9850,-1645,34578
2575,7758,-6623,27591
-3244,-5924,-9022,17331
6666,-1960,-3138,29409
-6475,9125,-1269,-15621
1864,-3632,6110,-12741
8082,6139,-6655,44208
9592,-5110,1708,23649
4274,1116,5151,-2634
6507,5339,-4437,32829
-1487,5233,362,-5550
-2557,-4591,3394,-17856
5267,1854,2423,8529
9540,-453,-130,29007
-2837,6832,-2275,-1689
2232,-9409,8488,-18771
-8498,1271,3042,-34623
7231,7739,8530,-3900
2348,8552,484,5589
-5685,6993,2590,-24828
6481,1924,731,17247
-7076,3509,3461,-31614
6410,7949,4571,5514
-5740,937,9627,-46104
3717,7065,7616,-11700
2604,6360,-1508,12333
8501,-3151,-6850,46050
6320,-934,-4245,31692
6058,-2606,-4486,31629
8546,8376,1328,21651
-4325,-2559,2368,-20082
-7153,9934,989,-24429
-776,139,-6467,17070
4494,2209,-9000,40479
2300,2212,-3886,18555
4810,-5685,7126,-6951
4748,795,7275,-7584
-6343,4903,-641,-17109
-448,4924,9651,-30300
2222,9535,5719,-10494
-2482,-6622,-7386,14709
864,-6983,9417,-25662
-2932,-708,-9883,20850
-6216,1273,3448,-28995
-485,-5687,-4323,11511
-7582,9168,7021,-43812
2881,3729,-9864,38232
-9737,2736,-9407,-993
